Query_1	BC_1959	5e-61	580
Query_2	BC_0688	1e-130	1183
Query_2	BC_3455	1e-104	958
Query_2	BC_3724	1e-79	742
Query_2	BC_2980	2e-75	706
Query_2	BC_0699	2e-74	698
Query_2	BC_0643	1e-70	666
Query_2	BC_3052	3e-64	610
Query_2	BC_3577	6e-12	158
Query_2	BC_3245	9e-11	149
Query_2	BC_0255	1e-10	147
Query_2	BC_0593	2e-10	146
Query_2	BC_3108	1e-09	139
Query_2	BC_0865	6e-05	98
Query_4	BC_0042	8e-26	270
Query_4	BC_1884	3e-25	265
Query_4	BC_1996	2e-23	250
Query_4	BC_2444	4e-22	238
Query_4	BC_0059	9e-11	140
Query_6	BC_0042	9e-42	407
Query_6	BC_1884	1e-32	329
Query_6	BC_2444	9e-25	260
Query_6	BC_1996	1e-24	259
Query_6	BC_0059	3e-14	170
Query_7	BC_4601	7e-124	1122
Query_8	BC_4184	8e-50	480
Query_9	BC_4183	0.0	1829
Query_9	BC_2484	2e-133	1207
Query_9	BC_3947	2e-122	1111
Query_9	BC_3886	2e-15	189
Query_9	BC_3886	2e-10	145
Query_9	BC_0334	1e-07	121
Query_10	BC_4602	1e-111	1016
Query_10	BC_2488	1e-05	102
Query_11	BC_5341	0.0	1648
Query_11	BC_5342	5e-130	1176
Query_11	BC_5002	9e-71	665
Query_11	BC_2288	1e-66	630
Query_12	BC_4637	0.0	1741
Query_12	BC_4161	2e-13	171
Query_13	BC_2779	8e-151	1355
Query_13	BC_4159	1e-41	413
Query_13	BC_3973	8e-32	329
Query_14	BC_2778	4e-164	1470
Query_14	BC_4158	7e-77	717
Query_14	BC_3972	1e-72	681
Query_14	BC_4176	3e-11	152
Query_15	BC_2777	4e-125	1134
Query_15	BC_1251	2e-55	534
Query_15	BC_3971	1e-48	474
Query_15	BC_4157	2e-46	455
Query_16	BC_2776	3e-161	1446
Query_16	BC_4160	3e-85	791
Query_16	BC_3970	1e-79	743
Query_16	BC_1246	1e-15	190
Query_16	BC_0791	1e-11	156
Query_16	BC_5159	7e-08	124
Query_16	BC_1495	4e-07	117
Query_16	BC_2136	8e-07	114
Query_17	BC_2766	4e-178	1593
Query_17	BC_2837	2e-67	638
Query_17	BC_4165	3e-65	620
Query_17	BC_0356	6e-59	565
Query_17	BC_0473	1e-55	536
Query_17	BC_2250	1e-50	493
Query_17	BC_5205	4e-12	162
Query_17	BC_4478	1e-04	96
Query_18	BC_3848	1e-29	303
Query_20	BC_0262	1e-28	295
Query_21	BC_4659	0.0	2415
Query_21	BC_4645	5e-87	807
Query_21	BC_2489	9e-68	641
Query_21	BC_4526	2e-56	544
Query_21	BC_1088	3e-48	473
Query_21	BC_0890	4e-46	455
Query_21	BC_2304	3e-36	369
Query_21	BC_4851	2e-35	363
Query_21	BC_3419	1e-32	338
Query_21	BC_2452	2e-28	301
Query_21	BC_0423	5e-27	290
Query_21	BC_3628	9e-26	279
Query_21	BC_2453	3e-25	274
Query_21	BC_2453	1e-18	217
Query_21	BC_2456	1e-22	251
Query_21	BC_2456	2e-22	251
Query_21	BC_2456	5e-18	212
Query_21	BC_2307	5e-21	238
Query_21	BC_1372	4e-19	221
Query_21	BC_1980	5e-19	221
Query_21	BC_2306	3e-18	213
Query_21	BC_3630	2e-16	198
Query_21	BC_2455	1e-10	149
Query_21	BC_3631	2e-04	96
Query_22	BC_4660	3e-87	804
Query_23	BC_4661	5e-58	553
Query_23	BC_0737	3e-10	140
Query_23	BC_0737	2e-04	91
Query_24	BC_4662	5e-156	1401
Query_25	BC_3740	2e-66	625
Query_25	BC_3105	5e-14	173
Query_25	BC_2507	5e-12	155
Query_25	BC_0213	5e-12	155
Query_25	BC_3033	2e-11	151
Query_25	BC_1115	8e-11	145
Query_25	BC_3253	4e-09	131
Query_25	BC_4832	3e-08	124
Query_25	BC_2632	3e-08	123
Query_26	BC_3741	2e-51	495
Query_26	BC_2024	4e-21	233
Query_27	BC_1138	0.0	3403
Query_27	BC_0340	9e-25	273
Query_27	BC_0340	3e-07	122
Query_27	BC_1223	8e-19	222
Query_27	BC_1223	5e-05	103
Query_28	BC_1137	0.0	3060
Query_29	BC_3012	9e-39	391
Query_30	BC_2220	8e-45	441
Query_30	BC_0668	1e-16	199
Query_30	BC_3377	6e-15	184
Query_30	BC_2660	4e-14	176
Query_30	BC_3380	2e-12	161
Query_30	BC_3092	8e-12	156
Query_30	BC_3498	5e-09	132
Query_30	BC_2107	3e-06	109
Query_30	BC_0802	3e-05	100
Query_31	BC_3092	4e-143	1289
Query_31	BC_0668	2e-20	230
Query_31	BC_2220	4e-13	168
Query_31	BC_2660	2e-04	93
Query_32	BC_0152	3e-93	856
Query_33	BC_0377	3e-86	795
Query_33	BC_0517	5e-06	103
Query_34	BC_0376	0.0	2224
Query_34	BC_5159	4e-46	454
Query_34	BC_0385	3e-16	196
Query_34	BC_4926	1e-14	182
Query_34	BC_1495	2e-08	128
Query_34	BC_1246	8e-08	124
Query_34	BC_3970	7e-07	116
Query_34	BC_3447	4e-05	100
Query_34	BC_2840	5e-05	99
Query_35	BC_4174	3e-65	612
Query_35	BC_0405	4e-32	327
Query_36	BC_4902	3e-58	553
Query_37	BC_4383	0.0	3478
Query_37	BC_1672	5e-09	136
Query_37	BC_4576	2e-05	105
Query_38	BC_4901	2e-151	1362
Query_38	BC_4009	2e-98	904
Query_38	BC_1546	2e-77	723
Query_38	BC_4035	3e-42	419
Query_38	BC_2896	2e-40	404
Query_38	BC_2680	1e-21	242
Query_38	BC_4906	4e-19	220
Query_38	BC_2742	1e-18	216
Query_38	BC_1987	1e-18	215
Query_38	BC_3039	3e-17	203
Query_38	BC_3756	1e-15	190
Query_38	BC_2549	2e-11	154
Query_38	BC_1518	6e-11	149
Query_38	BC_2940	2e-10	145
Query_38	BC_2526	6e-09	132
Query_38	BC_2068	3e-07	117
Query_39	BC_3569	5e-08	125
Query_39	BC_5454	8e-07	115
Query_39	BC_2123	3e-06	110
Query_39	BC_4724	5e-06	108
Query_41	BC_3329	4e-30	312
Query_41	BC_1050	9e-26	275
Query_41	BC_3436	4e-22	243
Query_41	BC_4537	5e-21	234
Query_41	BC_5400	2e-20	229
Query_41	BC_4279	2e-20	229
Query_41	BC_1734	6e-20	224
Query_41	BC_2478	1e-19	222
Query_41	BC_2655	5e-18	208
Query_41	BC_2655	6e-05	95
Query_41	BC_1357	1e-17	204
Query_41	BC_4510	1e-17	204
Query_41	BC_1359	1e-17	204
Query_41	BC_2184	2e-17	204
Query_41	BC_4221	2e-17	203
Query_41	BC_3666	4e-17	200
Query_41	BC_4077	5e-17	199
Query_41	BC_3591	8e-17	198
Query_41	BC_2902	2e-16	194
Query_41	BC_0767	7e-16	190
Query_41	BC_0767	1e-07	118
Query_41	BC_5355	4e-15	183
Query_41	BC_0513	9e-15	180
Query_41	BC_3790	3e-14	176
Query_41	BC_3790	4e-12	157
Query_41	BC_0210	6e-14	173
Query_41	BC_4748	2e-13	168
Query_41	BC_1940	4e-13	165
Query_41	BC_0245	1e-12	162
Query_41	BC_5381	1e-12	162
Query_41	BC_0567	1e-12	161
Query_41	BC_3735	4e-12	157
Query_41	BC_1928	5e-12	156
Query_41	BC_0662	1e-11	154
Query_41	BC_0662	1e-09	136
Query_41	BC_5285	1e-11	152
Query_41	BC_2719	2e-11	151
Query_41	BC_4016	3e-11	149
Query_41	BC_4831	4e-11	149
Query_41	BC_1324	4e-11	149
Query_41	BC_4544	5e-11	147
Query_41	BC_4431	6e-11	147
Query_41	BC_0764	1e-10	144
Query_41	BC_0874	3e-10	141
Query_41	BC_2963	4e-10	140
Query_41	BC_4987	4e-10	140
Query_41	BC_2933	5e-10	139
Query_41	BC_2933	4e-08	123
Query_41	BC_0871	6e-10	139
Query_41	BC_2543	8e-10	137
Query_41	BC_0197	8e-10	137
Query_41	BC_0161	9e-10	137
Query_41	BC_1955	1e-09	136
Query_41	BC_5118	2e-09	135
Query_41	BC_0743	2e-09	135
Query_41	BC_1929	2e-09	134
Query_41	BC_5103	2e-09	134
Query_41	BC_1286	3e-09	133
Query_41	BC_4839	4e-09	132
Query_41	BC_0346	5e-09	131
Query_41	BC_1094	7e-09	129
Query_41	BC_2912	8e-09	129
Query_41	BC_4361	1e-08	128
Query_41	BC_1941	1e-08	127
Query_41	BC_0619	2e-08	126
Query_41	BC_5178	2e-08	126
Query_41	BC_3679	3e-08	124
Query_41	BC_3222	3e-08	124
Query_41	BC_4148	3e-08	123
Query_41	BC_0403	5e-08	122
Query_41	BC_0239	5e-08	122
Query_41	BC_4940	8e-08	120
Query_41	BC_4779	8e-08	120
Query_41	BC_2541	9e-08	120
Query_41	BC_2541	2e-06	109
Query_41	BC_2232	1e-07	119
Query_41	BC_2371	1e-07	119
Query_41	BC_0911	1e-07	118
Query_41	BC_1183	2e-07	116
Query_41	BC_0815	2e-07	116
Query_41	BC_2323	5e-07	113
Query_41	BC_5186	8e-07	112
Query_41	BC_2151	3e-06	107
Query_41	BC_4983	3e-06	107
Query_41	BC_5072	3e-06	107
Query_41	BC_3678	3e-06	106
Query_41	BC_4743	6e-06	104
Query_41	BC_0244	1e-05	102
Query_41	BC_5286	2e-05	100
Query_41	BC_0870	2e-05	100
Query_41	BC_5254	2e-05	100
Query_41	BC_1684	3e-05	97
Query_41	BC_2372	5e-05	96
Query_41	BC_4266	6e-05	95
Query_41	BC_5167	9e-05	94
Query_41	BC_3685	1e-04	93
Query_41	BC_0639	2e-04	91
Query_43	BC_3787	1e-16	198
Query_44	BC_3786	9e-18	209
Query_44	BC_3803	3e-07	118
Query_46	BC_0592	2e-155	1395
Query_46	BC_4623	6e-155	1391
Query_47	BC_1285	8e-88	813
Query_47	BC_0357	1e-45	450
Query_47	BC_3555	5e-45	444
Query_47	BC_0868	2e-39	396
Query_47	BC_2832	2e-37	378
Query_47	BC_2241	9e-32	329
Query_47	BC_0344	4e-29	307
Query_47	BC_2290	2e-16	197
Query_48	BC_0357	2e-70	664
Query_48	BC_0868	5e-70	660
Query_48	BC_2241	2e-60	577
Query_48	BC_2832	2e-58	559
Query_48	BC_3555	1e-57	553
Query_48	BC_2290	7e-56	538
Query_48	BC_0344	6e-42	418
Query_48	BC_1285	2e-22	249
Query_48	BC_4365	2e-07	121
Query_49	BC_3742	8e-93	854
Query_49	BC_0468	6e-22	243
Query_50	BC_0264	7e-112	1020
Query_50	BC_2063	4e-85	789
Query_51	BC_0884	8e-79	733
Query_52	BC_3668	2e-87	807
Query_52	BC_2367	2e-37	377
Query_52	BC_5222	4e-25	270
Query_52	BC_1841	9e-24	259
Query_52	BC_3127	4e-22	244
Query_52	BC_5175	8e-21	233
Query_52	BC_3493	2e-20	229
Query_52	BC_3190	4e-19	219
Query_52	BC_4650	5e-18	209
Query_52	BC_0224	7e-18	208
Query_52	BC_3476	2e-15	187
Query_52	BC_3982	8e-15	182
Query_52	BC_1683	4e-13	167
Query_52	BC_2362	1e-11	153
Query_52	BC_1932	9e-08	121
Query_53	BC_0883	0.0	1968
Query_53	BC_1777	4e-65	618
Query_53	BC_2328	2e-58	560
